Time	Group
1.4	Ozon_Old
1.4	Ozon_Old
1.38	Ozon_Old
1.38	Ozon_Old
1.37	Ozon_Old
1.37	Ozon_Old
1.37	Ozon_Old
1.37	Ozon_Old
1.35	Ozon_Old
1.32	Ozon_Old
1.32	Ozon_Old
1.3	Ozon_Old
1.28	Ozon_Old
1.28	Ozon_Old
1.28	Ozon_Old
1.28	Ozon_Old
1.25	Ozon_Old
1.25	Ozon_Old
1.25	Ozon_Old
1.22	Ozon_Old
1.22	Ozon_Old
1.2	Ozon_Old
1.2	Ozon_Old
1.2	Ozon_Old
1.18	Ozon_Old
1.18	Ozon_Old
1.18	Ozon_Old
1.18	Ozon_Old
1.17	Ozon_Old
1.13	Ozon_Old
1.12	Ozon_Old
1.12	Ozon_Old
1.12	Ozon_Old
1.1	Ozon_Old
1.1	Ozon_Old
1.08	Ozon_Old
1.08	Ozon_Old
1.08	Ozon_Old
1.08	Ozon_Old
1.08	Ozon_Old
1.07	Ozon_Old
1.05	Ozon_Old
1.05	Ozon_Old
1.05	Ozon_Old
1.03	Ozon_Old
1.03	Ozon_Old
1.03	Ozon_Old
1.02	Ozon_Old
1.02	Ozon_Old
1.0	Ozon_Old
0.98	Ozon_Old
0.97	Ozon_Old
0.95	Ozon_Old
0.95	Ozon_Old
0.95	Ozon_Old
0.93	Ozon_Old
0.92	Ozon_Old
0.92	Ozon_Old
0.9	Ozon_Old
5.63	Ozon_Old
4.95	Ozon_Old
4.82	Ozon_Old
4.8	Ozon_Old
4.33	Ozon_Old
4.22	Ozon_Old
3.75	Ozon_Old
3.13	Ozon_Old
2.88	Ozon_Old
2.72	Ozon_Old
2.72	Ozon_Old
2.57	Ozon_Old
2.25	Ozon_Old
1.5	Ozon_Old
0.9	Ozon_Old
4.17	Ozon_Old
3.0	Ozon_Old
2.7	Ozon_Old
1.82	Ozon_Old
0.9	Ozon_Old
0.88	Ozon_Old
0.88	Ozon_Old
0.88	Ozon_Old
0.87	Ozon_Old
0.87	Ozon_Old
0.87	Ozon_Old
0.85	Ozon_Old
0.85	Ozon_Old
0.85	Ozon_Old
0.83	Ozon_Old
0.83	Ozon_Old
0.8	Ozon_Old
0.8	Ozon_Old
0.8	Ozon_Old
0.78	Ozon_Old
0.78	Ozon_Old
0.78	Ozon_Old
0.77	Ozon_Old
0.77	Ozon_Old
0.75	Ozon_Old
0.75	Ozon_Old
0.75	Ozon_Old
0.73	Ozon_Old
0.73	Ozon_Old
0.73	Ozon_Old
0.73	Ozon_Old
0.72	Ozon_Old
0.72	Ozon_Old
0.72	Ozon_Old
0.7	Ozon_Old
0.68	Ozon_Old
0.68	Ozon_Old
0.68	Ozon_Old
0.68	Ozon_Old
0.67	Ozon_Old
0.67	Ozon_Old
0.67	Ozon_Old
0.67	Ozon_Old
0.65	Ozon_Old
0.65	Ozon_Old
0.65	Ozon_Old
0.62	Ozon_Old
0.62	Ozon_Old
0.62	Ozon_Old
0.62	Ozon_Old
0.6	Ozon_Old
0.6	Ozon_Old
0.58	Ozon_Old
0.58	Ozon_Old
0.55	Ozon_Old
0.53	Ozon_Old
0.53	Ozon_Old
0.52	Ozon_Old
0.5	Ozon_Old
0.5	Ozon_Old
0.48	Ozon_Old
0.47	Ozon_Old
0.47	Ozon_Old
0.47	Ozon_Old
0.45	Ozon_Old
0.45	Ozon_Old
0.45	Ozon_Old
0.43	Ozon_Old
0.43	Ozon_Old
0.42	Ozon_Old
0.38	Ozon_Old
0.37	Ozon_Old
0.35	Ozon_Old
0.35	Ozon_Old
0.33	Ozon_Old
0.3	Ozon_Old
0.25	Ozon_Old
0.25	Ozon_Old
0.25	Ozon_Old
0.25	Ozon_Old
0.25	Ozon_Old
0.23	Ozon_Old
0.22	Ozon_Old
0.22	Ozon_Old
21.25	Ozon_Old
9.48	Ozon_Old
7.47	Ozon_Old
6.9	Ozon_Old
6.45	Ozon_Old
6.18	Ozon_Old
5.73	Ozon_Old
5.73	Ozon_Old
5.73	Ozon_Old
5.72	Ozon_Old
5.7	Ozon_Old
5.7	Ozon_Old
5.7	Ozon_Old
5.68	Ozon_Old
5.05	Ozon_Old
5.02	Ozon_Old
5.02	Ozon_Old
5.02	Ozon_Old
0.2	Ozon_Old
0.2	Ozon_Old
0.18	Ozon_Old
0.17	Ozon_Old
0.15	Ozon_Old
0.15	Ozon_Old
0.15	Ozon_Old
0.12	Ozon_Old
0.12	Ozon_Old
0.1	Ozon_Old
0.08	Ozon_Old
0.08	Ozon_Old
0.07	Ozon_Old
0.05	Ozon_Old
0.03	Ozon_Old
8.0	Ozon_Old
7.33	Ozon_Old
5.08	Ozon_Old
5.0	Ozon_Old
4.98	Ozon_Old
4.97	Ozon_Old
4.97	Ozon_Old
4.97	Ozon_Old
4.97	Ozon_Old
4.95	Ozon_Old
4.93	Ozon_Old
4.92	Ozon_Old
4.92	Ozon_Old
4.9	Ozon_Old
4.88	Ozon_Old
4.88	Ozon_Old
4.88	Ozon_Old
4.85	Ozon_Old
4.85	Ozon_Old
4.18	Ozon_Old
4.05	Ozon_Old
4.03	Ozon_Old
4.02	Ozon_Old
4.0	Ozon_Old
3.98	Ozon_Old
3.97	Ozon_Old
3.95	Ozon_Old
3.95	Ozon_Old
3.93	Ozon_Old
3.93	Ozon_Old
3.92	Ozon_Old
3.88	Ozon_Old
3.85	Ozon_Old
3.85	Ozon_Old
3.77	Ozon_Old
3.7	Ozon_Old
2.58	Ozon_Old
2.58	Ozon_Old
7.08	Ozon_Old
0.65	Ozon_Old
0.65	Ozon_Old
0.63	Ozon_Old
2.58	Ozon_Old
2.53	Ozon_Old
1.33	Ozon_Old
2.4	Ozon_Old
2.37	Ozon_Old
2.35	Ozon_Old
0.07	Ozon_Old
0.07	Ozon_Old
0.05	Ozon_Old
0.08	Ozon_Old
0.05	Ozon_Old
0.03	Ozon_Old
0.08	Ozon_Old
0.07	Ozon_Old
0.03	Ozon_Old
0.07	Ozon_Old
0.03	Ozon_Old
0.03	Ozon_Old
0.03	Ozon_Old
0.05	Ozon_Old
0.05	Ozon_Old
6.77	Ozon_Old
26.5	Ozon_Old
15.18	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
41.08	Ozon_Old
18.02	Ozon_Old
0.07	Ozon_Old
8.17	Ozon_Old
4.67	Ozon_Old
7.82	Ozon_Old
14.92	Ozon_Old
44.15	Ozon_Old
0.0	Ozon_Old
0.07	Ozon_Old
0.07	Ozon_Old
9.17	Ozon_Old
5.82	Ozon_Old
0.0	Ozon_Old
2.73	Ozon_Old
0.05	Ozon_Old
0.05	Ozon_Old
0.53	Ozon_Old
0.13	Ozon_Old
46.7	Ozon_Old
25.18	Ozon_Old
1.03	Ozon_Old
5.98	Ozon_Old
1.22	Ozon_Old
0.05	Ozon_Old
0.05	Ozon_Old
8.05	Ozon_Old
7.52	Ozon_Old
0.07	Ozon_Old
0.07	Ozon_Old
0.07	Ozon_Old
3.02	Ozon_Old
0.08	Ozon_Old
0.08	Ozon_Old
0.03	Ozon_Old
65.1	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
48.3	Ozon_Old
44.43	Ozon_Old
0.07	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
4.02	Ozon_Old
0.03	Ozon_Old
0.05	Ozon_Old
0.07	Ozon_Old
0.0	Ozon_Old
52.37	Ozon_Old
28.85	Ozon_Old
3.53	Ozon_Old
0.1	Ozon_Old
0.0	Ozon_Old
6.4	Ozon_Old
0.02	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
0.95	Ozon_Old
0.0	Ozon_Old
67.62	Ozon_Old
76.17	Ozon_Old
0.07	Ozon_Old
0.18	Ozon_Old
24.37	Ozon_Old
0.0	Ozon_Old
0.87	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
22.73	Ozon_Old
16.85	Ozon_Old
21.57	Ozon_Old
0.07	Ozon_Old
0.0	Ozon_Old
21.92	Ozon_Old
19.32	Ozon_Old
0.33	Ozon_Old
25.63	Ozon_Old
3.22	Ozon_Old
16.73	Ozon_Old
0.0	Ozon_Old
24.1	Ozon_Old
43.95	Ozon_Old
16.18	Ozon_Old
0.0	Ozon_Old
19.45	Ozon_Old
19.77	Ozon_Old
18.92	Ozon_Old
0.07	Ozon_Old
3.33	Ozon_Old
17.15	Ozon_Old
4.5	Ozon_Old
29.15	Ozon_Old
0.05	Ozon_Old
3.02	Ozon_Old
42.6	Ozon_Old
26.03	Ozon_Old
0.67	Ozon_Old
20.03	Ozon_Old
0.0	Ozon_Old
70.6	Ozon_Old
21.03	Ozon_Old
4.58	Ozon_Old
3.07	Ozon_Old
26.47	Ozon_Old
26.5	Ozon_Old
53.7	Ozon_Old
22.25	Ozon_Old
24.33	Ozon_Old
5.15	Ozon_Old
4.27	Ozon_Old
0.17	Ozon_Old
25.98	Ozon_Old
0.0	Ozon_Old
26.38	Ozon_Old
3.12	Ozon_Old
19.4	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
1.82	Ozon_Old
2.67	Ozon_Old
1.65	Ozon_Old
0.02	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
19.77	Ozon_Old
0.0	Ozon_Old
25.63	Ozon_Old
5.2	Ozon_Old
2.88	Ozon_Old
2.03	Ozon_Old
0.5	Ozon_Old
22.28	Ozon_Old
0.0	Ozon_Old
0.03	Ozon_Old
22.62	Ozon_Old
21.1	Ozon_Old
17.8	Ozon_Old
1.45	Ozon_Old
4.3	Ozon_Old
0.27	Ozon_Old
3.85	Ozon_Old
28.22	Ozon_Old
0.0	Ozon_Old
15.67	Ozon_Old
16.63	Ozon_Old
24.03	Ozon_Old
0.0	Ozon_Old
3.7	Ozon_Old
27.05	Ozon_Old
22.57	Ozon_Old
1.07	Ozon_Old
1.4	Ozon_Old
51.68	Ozon_Old
28.17	Ozon_Old
19.77	Ozon_Old
26.9	Ozon_Old
16.53	Ozon_Old
15.25	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
0.12	Ozon_Old
0.02	Ozon_Old
22.08	Ozon_Old
1.05	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
0.4	Ozon_Old
0.25	Ozon_Old
16.88	Ozon_Old
6.38	Ozon_Old
0.0	Ozon_Old
16.38	Ozon_Old
0.43	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
0.17	Ozon_Old
1.85	Ozon_Old
0.0	Ozon_Old
25.17	Ozon_Old
3.28	Ozon_Old
21.88	Ozon_Old
20.47	Ozon_Old
0.02	Ozon_Old
22.15	Ozon_Old
0.0	Ozon_Old
2.82	Ozon_Old
74.6	Ozon_Old
4.38	Ozon_Old
0.0	Ozon_Old
3.38	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
4.03	Ozon_Old
6.42	Ozon_Old
0.12	Ozon_Old
3.95	Ozon_Old
15.98	Ozon_Old
5.35	Ozon_Old
74.92	Ozon_Old
19.43	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
4.4	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
20.93	Ozon_Old
23.92	Ozon_Old
21.38	Ozon_Old
0.0	Ozon_Old
14.4	Ozon_Old
0.52	Ozon_Old
19.45	Ozon_Old
22.63	Ozon_Old
0.47	Ozon_Old
46.37	Ozon_Old
24.25	Ozon_Old
0.0	Ozon_Old
35.57	Ozon_Old
0.0	Ozon_Old
1.52	Ozon_Old
6.65	Ozon_Old
16.18	Ozon_Old
0.25	Ozon_Old
19.28	Ozon_Old
0.0	Ozon_Old
14.3	Ozon_Old
18.58	Ozon_Old
23.68	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
0.0	Ozon_Old
23.7	Ozon_Old
25.42	Ozon_Old
4.83	Ozon_Old
3.6	Ozon_Old
18.13	Ozon_Old
26.62	Ozon_New
8.6	Ozon_New
0.0	Ozon_New
21.15	Ozon_New
8.33	Ozon_New
20.28	Ozon_New
96.32	Ozon_New
17.97	Ozon_New
3.42	Ozon_New
0.07	Ozon_New
24.38	Ozon_New
19.88	Ozon_New
14.33	Ozon_New
5.45	Ozon_New
5.4	Ozon_New
2.68	Ozon_New
0.0	Ozon_New
24.2	Ozon_New
22.13	Ozon_New
18.57	Ozon_New
20.0	Ozon_New
14.13	Ozon_New
5.8	Ozon_New
